album,lyric
Lover,The whole school is rolling fake dice
Lover,"You play stupid games, you win stupid prizes"
Lover,"It's you and me, there's nothing like this"
Lover,Miss Americana and The Heartbreak Prince (Okay)
Lover,"We're so sad, we paint the town blue"
Lover,Voted most likely to run away with you
Lover,"And I don't want you to (Go), I don't really wanna (Fight)"
Lover,"'Cause nobody's gonna (Win), I think you should come home"
Lover,"And I don't want you to (Go), I don't really wanna (Fight)"
Lover,"'Cause nobody's gonna (Win), I think you should come home"
Lover,"And I don't want you to (Go), I don't really wanna (Fight)"
Lover,"'Cause nobody's gonna (Win), just thought you should know"
Lover,And I'll never let you (Go) 'cause I know this is a (Fight)
Lover,That someday we're gonna (Win)
Lover,"It's you and me, that's my whole world"
Lover,"They whisper in the hallway, ""She's a bad, bad girl"""
Lover,"Oh, I just thought you should know (You should know)"
Lover,"It's you and me, there's nothing like this (Like this)"
Lover,Miss Americana and The Heartbreak Prince (Okay)
Lover,"We're so sad, we paint the town blue (Paint it blue)"
Lover,Voted most likely to run away with you
Lover,"And I don't want you to (Go), I don't really wanna (Fight)"
Lover,"'Cause nobody's gonna (Win), I think you should come home"
Lover,And I'll never let you (Go) 'cause I know this is a (Fight)
Lover,"That someday we're gonna (Win), just thought you should know"
Lover,"It's you and me, that's my whole world"
Lover,"They whisper in the hallway, ""She's a bad, bad girl"""
Lover,"""She's a bad, bad girl"""
Lover,The moon is high
Lover,Like your friends were the night that we first met
Lover,Went home and tried to stalk you on the internet
Lover,Now I've read all of the books beside your bed
Lover,The wine is cold
Lover,Like the shoulder that I gave you in the street
Lover,Cat and mouse for a month or two or three
Lover,Now I wake up in the night and watch you breathe
Lover,(Ayy)
Lover,Kiss me once 'cause you know I had a long night (Oh)
Lover,Kiss me twice 'cause it's gonna be alright (Uh)
Lover,"Three times 'cause I waited my whole life (1, 2, 1, 2, 3, 4)"
Lover,"I like shiny things, but I'd marry you with paper rings"
Lover,"Uh huh, that's right"
Lover,"Darling, you're the one I want, and"
Lover,I hate accidents except when we went from friends to this
Lover,"Uh huh, that's right"
Lover,"Darling, you're the one I want"
Lover,"In paper rings, in picture frames, in dirty dreams"
Lover,"Oh, you're the one I want"
Lover,"In the winter, in the icy outdoor pool"
Lover,"When you jumped in first, I went in too"
Lover,I'm with you even if it makes me blue
Lover,Which takes me back
Lover,To the color that we painted your brother's wall
Lover,"Honey, without all the exes, fights, and flaws"
Lover,"We wouldn't be standing here so tall, so"
Lover,(Ayy)
Lover,Kiss you once 'cause I know you had a long night (Oh)
Lover,Kiss you twice 'cause it's gonna be alright (Uh)
Lover,"Three times 'cause you waited your whole life (1, 2, 1, 2, 3, 4)"
Lover,Ah
Lover,"I like shiny things, but I'd marry you with paper rings"
Lover,"Uh huh, that's right"
Lover,"Darling, you're the one I want, and"
Lover,I hate accidents except when we went from friends to this
Lover,"Uh huh, that's right"
Lover,"Darling, you're the one I want"
Lover,"In paper rings, in picture frames, in dirty dreams"
Lover,"Oh, you're the one I want"
Lover,I want to drive away with you
Lover,I want your complications too
Lover,I want your dreary Mondays
Lover,"Wrap your arms around me, baby boy"
Lover,I want to drive away with you
Lover,I want your complications too
Lover,I want your dreary Mondays
Lover,"Wrap your arms around me, baby boy"
Lover,Uh huh
Lover,"I like shiny things, but I'd marry you with paper rings"
Lover,"Ah-ah, that's right, you're the one I want"
Lover,I hate accidents except when we went from friends to this
Lover,"Ah-ah, darling, you're the one I want"
Lover,"I like shiny things, but I'd marry you with paper rings"
Lover,"Uh huh, that's right"
Lover,"Darling, you're the one I want, and"
Lover,I hate accidents except when we went from friends to this
Lover,"Uh huh, that's right"
Lover,"Darling, you're the one I want"
Lover,"In paper rings, in picture frames, in all my dreams"
Lover,You're the one I want
Lover,"In paper rings, in picture frames, in all my dreams"
Lover,"Oh, you're the one I want"
Lover,"You're the one I want, one I want"
Lover,"You're the one I want, one I want"
Lover,We were in the backseat
Lover,Drunk on something stronger than the drinks in the bar
Lover,"""I rent a place on Cornelia Street"""
Lover,I say casually in the car
Lover,We were a fresh page on the desk
Lover,Filling in the blanks as we go
Lover,As if the street lights pointed in an arrow head
Lover,Leading us home
Lover,"And I hope I never lose you, hope it never ends"
Lover,I'd never walk Cornelia Street again
Lover,That's the kinda heartbreak time could never mend
Lover,I'd never walk Cornelia Street again
Lover,"And baby, I get mystified by how this city screams your name"
Lover,"And baby, I'm so terrified of if you ever walk away"
Lover,I'd never walk Cornelia Street again
Lover,I'd never walk Cornelia Street again
Lover,"Windows flung right open, autumn air"
Lover,Jacket 'round my shoulders is yours
Lover,We bless the rains on Cornelia Street
Lover,Memorize the creaks in the floor
Lover,"Back when we were card sharks, playing games"
Lover,I thought you were leading me on
Lover,"I packed my bags, left Cornelia Street"
Lover,Before you even knew I was gone
Lover,"But then you called, showed your hand"
Lover,I turned around before I hit the tunnel
Lover,"Sat on the roof, you and I"
Lover,"I hope I never lose you, hope it never ends"
Lover,I'd never walk Cornelia Street again
Lover,That's the kinda heartbreak time could never mend
Lover,I'd never walk Cornelia Street again
Lover,"And baby, I get mystified by how this city screams your name"
Lover,"And baby, I'm so terrified of if you ever walk away"
Lover,I'd never walk Cornelia Street again
Lover,I'd never walk Cornelia Street again
Lover,You hold my hand on the street
Lover,Walk me back to that apartment
Lover,"Years ago, we were just inside"
Lover,Barefoot in the kitchen
Lover,Sacred new beginnings
Lover,"That became my religion, listen"
Lover,I hope I never lose you
Lover,I'd never walk Cornelia Street again
Lover,"Oh, never again"
Lover,"And baby, I get mystified by how this city screams your name"
Lover,"And baby, I'm so terrified of if you ever walk away"
Lover,I'd never walk Cornelia Street again
Lover,I'd never walk Cornelia Street again
Lover,I don't wanna lose you (Hope it never ends)
Lover,I'd never walk Cornelia Street again
Lover,I don't wanna lose you (Yeah)
Lover,"""I rent a place on Cornelia Street"""
Lover,I say casually in the car
Lover,"My, my, my, my"
Lover,"My, my, my, my"
Lover,"My, my, my, my"
Lover,"My, my, my, my"
Lover,"My, my, my, my"
Lover,"My, my, my, my"
Lover,"My, my, my, my"
Lover,"My, my, my, my"
Lover,Saying goodbye is death by a thousand cuts
Lover,Flashbacks waking me up
Lover,"I get drunk, but it's not enough"
Lover,’Cause the morning comes and you're not my baby
Lover,I look through the windows of this love
Lover,Even though we boarded them up
Lover,Chandelier's still flickering here
Lover,’Cause I can't pretend it's okay when it's not
Lover,It's death by a thousand cuts
Lover,"I dress to kill my time, I take the long way home"
Lover,I ask the traffic lights if it'll be alright
Lover,"They say, ""I don't know"""
Lover,And what once was ours is no one's now
Lover,"I see you everywhere, the only thing we share"
Lover,Is this small town
Lover,"You said it was a great love, one for the ages"
Lover,"But if the story’s over, why am I still writing pages?"
Lover,’Cause saying goodbye is death by a thousand cuts
Lover,Flashbacks waking me up
Lover,"I get drunk, but it's not enough"
Lover,’Cause the morning comes and you're not my baby
Lover,I look through the windows of this love
Lover,Even though we boarded them up
Lover,Chandelier's still flickering here
Lover,'Cause I can’t pretend it's okay when it's not
Lover,It's death by a thousand cuts
Lover,"My heart, my hips, my body, my love"
Lover,Tryna find a part of me that you didn't touch
Lover,Gave up on me like I was a bad drug
Lover,Now I'm searching for signs in a haunted club
Lover,"Our songs, our films, united we stand"
Lover,"Our country, guess it was a lawless land"
Lover,Quiet my fears with the touch of your hand
Lover,Paper cut stings from our paper-thin plans
Lover,"My time, my wine, my spirit, my trust"
Lover,Tryna find a part of me you didn't take up
Lover,"Gave you so much, but it wasn't enough"
Lover,"But I'll be alright, it's just a thousand cuts"
Lover,"I get drunk, but it's not enough"
Lover,'Cause you're not my baby
Lover,I look through the windows of this love
Lover,Even though we boarded them up
Lover,Chandelier's still flickering here
Lover,'Cause I can't pretend it's okay when it's not
Lover,"No, it's not"
Lover,It's death by a thousand cuts (You didn't touch)
Lover,Tryna find a part of me that you didn't touch
Lover,"My body, my love, my trust (It's death by a thousand cuts)"
Lover,"But it wasn't enough, it wasn't enough, no, no"
Lover,I take the long way home
Lover,I ask the traffic lights if it'll be alright
Lover,"They say, ""I don't know"""
Lover,"We can go driving in, on my scooter"
Lover,"Uh, you know, just 'round London"
Lover,"Oh, I'd..."
Lover,"I love my hometown as much as Motown, I love SoCal"
Lover,"And you know I love Springsteen, faded blue jeans, Tennessee whiskey"
Lover,"But something happened, I heard him laughing"
Lover,I saw the dimples first and then I heard the accent
Lover,They say home is where the heart is
Lover,But that's not where mine lives
Lover,You know I love a London boy
Lover,I enjoy walking Camden Market in the afternoon
Lover,"He likes my American smile, like a child when our eyes meet"
Lover,"Darling, I fancy you"
Lover,"Took me back to Highgate, met all of his best mates"
Lover,So I guess all the rumors are true
Lover,You know I love a London boy
Lover,"Boy, I fancy you (Ooh)"
Lover,"And now I love high tea, stories from Uni, and the West End"
Lover,"You can find me in the pub, we are watching rugby with his school friends"
Lover,"Show me a gray sky, a rainy cab ride"
Lover,"Babes, don't threaten me with a good time"
Lover,They say home is where the heart is
Lover,"But God, I love the English"
Lover,"You know I love a London boy, I enjoy nights in Brixton"
Lover,Shoreditch in the afternoon
Lover,"He likes my American smile, like a child when our eyes meet"
Lover,"Darling, I fancy you"
Lover,"Took me back to Highgate, met all of his best mates"
Lover,So I guess all the rumors are true
Lover,You know I love a London boy
Lover,"Boy, I fancy you"
Lover,So please show me Hackney
Lover,Doesn't have to be Louis V up on Bond Street
Lover,Just wanna be with you
Lover,Wanna be with you
Lover,"Stick with me, I'm your queen"
Lover,Like a Tennessee Stella McCartney on the Heath
Lover,Just wanna be with you (Wanna be with you)
Lover,Wanna be with you (Oh)
Lover,"You know I love a London boy, I enjoy walking Soho"
Lover,Drinking in the afternoon (Yeah)
Lover,"He likes my American smile, like a child when our eyes meet"
Lover,"Darling, I fancy you (You)"
Lover,"Took me back to Highgate, met all of his best mates"
Lover,So I guess all the rumors are true (Yeah)
Lover,You know I love a London boy (Oh)
Lover,"Boy (Oh), I fancy you (I fancy you, ooh)"
Lover,So please show me Hackney
Lover,Doesn't have to be Louis V up on Bond Street
Lover,Just wanna be with you
Lover,"I, I, I fancy you"
Lover,"Oh whoa, oh, I"
Lover,"Stick with me, I'm your queen"
Lover,Like a Tennessee Stella McCartney on the Heath
Lover,Just wanna be with you (Ooh)
Lover,Wanna be with you
Lover,"I fancy you (Yeah), I fancy you"
Lover,"Oh whoa, ah"
Lover,The buttons of my coat were tangled in my hair
Lover,"In doctor's office lighting, I didn't tell you I was scared"
Lover,That was the first time we were there
Lover,"Holy orange bottles, each night, I pray to you"
Lover,"Desperate people find faith, so now I pray to Jesus too"
Lover,And I say to you...
Lover,Ooh-ah
Lover,"Soon, you'll get better"
Lover,Ooh-ah
Lover,"Soon, you'll get better"
Lover,Ooh-ah
Lover,You'll get better soon
Lover,'Cause you have to
Lover,I know delusion when I see it in the mirror
Lover,"You like the nicer nurses, you make the best of a bad deal"
Lover,I just pretend it isn't real
Lover,"I'll paint the kitchen neon, I'll brighten up the sky"
Lover,"I know I'll never get it, there's not a day that I won't try"
Lover,And I say to you...
Lover,Ooh-ah
Lover,"Soon, you'll get better"
Lover,Ooh-ah
Lover,"Soon, you'll get better"
Lover,Ooh-ah
Lover,You'll get better soon
Lover,'Cause you have to
Lover,And I hate to make this all about me
Lover,But who am I supposed to talk to?
Lover,What am I supposed to do
Lover,If there's no you?
Lover,"This won't go back to normal, if it ever was"
Lover,"It's been years of hoping, and I keep saying it because"
Lover,'Cause I have to
Lover,Ooh-ah
Lover,You'll get better
Lover,Ooh-ah
Lover,"Soon, you'll get better"
Lover,Ooh-ah
Lover,You'll get better soon
Lover,Ooh-ah
Lover,"Soon, you'll get better"
Lover,Ooh-ah
Lover,"Soon, you'll get better"
Lover,Ooh-ah
Lover,You'll get better soon
Lover,Cause you have to
Lover,We were crazy to think
Lover,Crazy to think that this could work
Lover,Remember how I said I'd die for you?
Lover,We were stupid to jump
Lover,In the ocean separating us
Lover,Remember how I’d fly to you?
Lover,And I can't talk to you when you're like this
Lover,Staring out the window like I’m not your favorite town
Lover,I'm New York City
Lover,"I still do it for you, babe"
Lover,They all warned us about times like this
Lover,They say the road gets hard and you get lost
Lover,"When you're led by blind faith, blind faith"
Lover,But we might just get away with it
Lover,Religion's in your lips
Lover,Even if it's a false god
Lover,We'd still worship
Lover,We might just get away with it
Lover,The altar is my hips
Lover,Even if it's a false god
Lover,We'd still worship this love
Lover,We’d still worship this love
Lover,We’d still worship this love
Lover,I know heaven's a thing
Lover,"I go there when you touch me, honey"
Lover,Hell is when I fight with you
Lover,But we can patch it up good
Lover,Make confessions and we’re begging for forgiveness
Lover,Got the wine for you
Lover,And you can't talk to me when I'm like this
Lover,Daring you to leave me just so I can try and scare you
Lover,You're the West Village
Lover,"You still do it for me, babe"
Lover,They all warned us about times like this
Lover,They say the road gets hard and you get lost
Lover,"When you’re led by blind faith, blind faith"
Lover,But we might just get away with it
Lover,Religion's in your lips
Lover,Even if it's a false god
Lover,We'd still worship
Lover,We might just get away with it
Lover,The altar is my hips
Lover,Even if it's a false god
Lover,We'd still worship this love
Lover,We'd still worship this love
Lover,"We'd still worship this love, ah"
Lover,Still worship this love
Lover,Even if it's a false god
Lover,Even if it's a false god
Lover,Still worship this love
Lover,You are somebody that I don't know
Lover,But you're takin' shots at me like it's Patrón
Lover,"And I'm just like, damn, it's 7 AM"
Lover,"Say it in the street, that's a knock-out"
Lover,"But you say it in a Tweet, that's a cop-out"
Lover,"And I'm just like, ""Hey, are you okay?"""
Lover,And I ain't tryna mess with your self-expression
Lover,But I've learned a lesson that stressin' and obsessin' 'bout somebody else is no fun
Lover,And snakes and stones never broke my bones
Lover,"So oh-oh, oh-oh, oh-oh, oh-oh, oh-oh"
Lover,"You need to calm down, you're being too loud"
Lover,"And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Oh)"
Lover,"You need to just stop, like can you just not step on my gown?"
Lover,You need to calm down
Lover,You are somebody that we don't know
Lover,But you're comin' at my friends like a missile
Lover,Why are you mad when you could be GLAAD? (You could be GLAAD)
Lover,Sunshine on the street at the parade
Lover,But you would rather be in the dark ages
Lover,Makin' that sign must've taken all night
Lover,You just need to take several seats and then try to restore the peace
Lover,And control your urges to scream about all the people you hate
Lover,'Cause shade never made anybody less gay
Lover,"So oh-oh, oh-oh, oh-oh, oh-oh, oh-oh"
Lover,"You need to calm down, you're being too loud"
Lover,"And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Oh)"
Lover,"You need to just stop, like can you just not step on his gown?"
Lover,You need to calm down
Lover,And we see you over there on the internet
Lover,Comparing all the girls who are killing it
Lover,But we figured you out
Lover,We all know now we all got crowns
Lover,You need to calm down
Lover,"Oh-oh, oh-oh, oh-oh, oh-oh, oh-oh"
Lover,You need to calm down (You need to calm down)
Lover,You're being too loud (You're being too loud)
Lover,"And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Oh)"
Lover,You need to just stop (Can you stop?)
Lover,Like can you just not step on our gowns?
Lover,You need to calm down
Lover,"I blew things out of proportion, now you're blue"
Lover,Put you in jail for something you didn’t do
Lover,"I pinned your hands behind your back, oh"
Lover,"Thought I had reason to attack, but no"
Lover,Fighting with a true love is boxing with no gloves
Lover,"Chemistry 'til it blows up, 'til there’s no us"
Lover,Why'd I have to break what I love so much?
Lover,"It's on your face, and I'm to blame, I need to say"
Lover,"Hey, it's all me, in my head"
Lover,I'm the one who burned us down
Lover,But it's not what I meant
Lover,Sorry that I hurt you
Lover,"I don't wanna do, I don’t wanna do this to you (Ooh)"
Lover,"I don’t wanna lose, I don't wanna lose this with you (Ooh)"
Lover,"I need to say, hey, it’s all me, just don't go"
Lover,Meet me in the afterglow
Lover,It's so excruciating to see you low
Lover,Just wanna lift you up and not let you go
Lover,This ultraviolet morning light below
Lover,"Tells me this love is worth the fight, oh"
Lover,"I lived like an island, punished you with silence"
Lover,"Went off like sirens, just crying"
Lover,Why'd I have to break what I love so much?
Lover,"It’s on your face, don't walk away, I need to say"
Lover,"Hey, it's all me, in my head"
Lover,I'm the one who burned us down
Lover,But it's not what I meant
Lover,I'm sorry that I hurt you
Lover,"I don't wanna do, I don't wanna do this to you (Ooh)"
Lover,"I don't wanna lose, I don't wanna lose this with you (Ooh)"
Lover,"I need to say, hey, it's all me, just don't go"
Lover,Meet me in the afterglow
Lover,Tell me that you're still mine
Lover,Tell me that we'll be just fine
Lover,Even when I lose my mind
Lover,I need to say
Lover,Tell me that it's not my fault
Lover,Tell me that I'm all you want
Lover,Even when I break your heart
Lover,I need to say
Lover,"Hey, it's all me, in my head"
Lover,I'm the one who burned us down
Lover,But it's not what I meant
Lover,Sorry that I hurt you
Lover,"I don't wanna do, I don't wanna do this to you (Ooh)"
Lover,"I don't wanna lose, I don't wanna lose this with you (Ooh)"
Lover,"I need to say, hey, it's all me, just don't go"
Lover,Meet me in the afterglow
Lover,I promise that you'll never find another like me
Lover,"I know that I'm a handful, baby, uh"
Lover,I know I never think before I jump
Lover,And you're the kind of guy the ladies want
Lover,(And there's a lot of cool chicks out there)
Lover,I know that I went psycho on the phone
Lover,I never leave well enough alone
Lover,And trouble's gonna follow where I go
Lover,(And there's a lot of cool chicks out there)
Lover,But one of these things is not like the others
Lover,Like a rainbow with all of the colors
Lover,"Baby doll, when it comes to a lover"
Lover,I promise that you'll never find another like
Lover,"Me-e-e, ooh-ooh-ooh-ooh"
Lover,I'm the only one of me
Lover,"Baby, that's the fun of me"
Lover,"Eeh-eeh-eeh, ooh-ooh-ooh-ooh"
Lover,You're the only one of you
Lover,"Baby, that's the fun of you"
Lover,And I promise that nobody's gonna love you like me-e-e
Lover,I know I tend to make it about me
Lover,I know you never get just what you see
Lover,"But I will never bore you, baby"
Lover,(And there's a lot of lame guys out there)
Lover,And when we had that fight out in the rain
Lover,You ran after me and called my name
Lover,I never wanna see you walk away
Lover,(And there's a lot of lame guys out there)
Lover,'Cause one of these things is not like the others
Lover,"Livin' in winter, I am your summer"
Lover,"Baby doll, when it comes to a lover"
Lover,I promise that you'll never find another like
Lover,"Me-e-e, ooh-ooh-ooh-ooh"
Lover,I'm the only one of me
Lover,Let me keep you company
Lover,"Eeh-eeh-eeh, ooh-ooh-ooh-ooh"
Lover,You're the only one of you
Lover,"Baby, that's the fun of you"
Lover,And I promise that nobody's gonna love you like me-e-e
Lover,"Girl, there ain't no I in ""team"""
Lover,"But you know there is a ""me"""
Lover,"Strike the band up, 1, 2, 3"
Lover,I promise that you'll never find another like me
Lover,"Girl, there ain't no I in ""team"""
Lover,"But you know there is a ""me"""
Lover,"And you can't spell ""awesome"" without ""me"""
Lover,I promise that you'll never find another like
Lover,"Me-e-e (Yeah), ooh-ooh-ooh-ooh (And I want ya, baby)"
Lover,I'm the only one of me (I'm the only one of me)
Lover,"Baby, that's the fun of me (Baby, that's the fun of me)"
Lover,"Eeh-eeh-eeh, ooh-ooh-ooh-ooh (Oh)"
Lover,You're the only one of you (Oh)
Lover,"Baby, that's the fun of you"
Lover,And I promise that nobody's gonna love you like me-e-e
Lover,"Girl, there ain't no I in ""team"" (Ooh-ooh-ooh-ooh)"
Lover,"But you know there is a ""me"""
Lover,I'm the only one of me (Oh-oh)
Lover,"Baby, that's the fun of me"
Lover,"(Eeh-eeh-eeh, ooh-ooh-ooh-ooh)"
Lover,"Strike the band up, 1, 2, 3"
Lover,"You can't spell ""awesome"" without ""me"""
Lover,You're the only one of you
Lover,"Baby, that's the fun of you"
Lover,And I promise that nobody's gonna love you like me-e-e
Lover,Ooh
Lover,Ooh
Lover,"School bell rings, walk me home"
Lover,Sidewalk chalk covered in snow
Lover,"Lost my gloves, you give me one"
Lover,"""Wanna hang out?"" Yeah, sounds like fun"
Lover,"Video games, you pass me a note"
Lover,Sleeping in tents
Lover,It's nice to have a friend (Ooh)
Lover,It's nice to have a friend (Ooh)
Lover,"Light pink sky, up on the roof"
Lover,"Sun sinks down, no curfew"
Lover,"20 questions, we tell the truth"
Lover,"You've been stressed out lately, yeah, me too"
Lover,Something gave you the nerve
Lover,To touch my hand
Lover,It's nice to have a friend (Ooh)
Lover,It's nice to have a friend (Ooh)
Lover,[Instrumental bridge]
Lover,"Church bells ring, carry me home"
Lover,Rice on the ground looks like snow
Lover,"Call my bluff, call you ""Babe"""
Lover,"Have my back, yeah, every day"
Lover,"Feels like home, stay in bed"
Lover,The whole weekend
Lover,It's nice to have a friend (Ooh)
Lover,It's nice to have a friend (Ooh)
Lover,It's nice to have a friend (Ooh)
Lover,(Ooh)
Lover,My love was as cruel as the cities I lived in
Lover,Everyone looked worse in the light
Lover,There are so many lines that I've crossed unforgiven
Lover,"I'll tell you the truth, but never goodbye"
Lover,I don't wanna look at anything else now that I saw you
Lover,I don't wanna think of anything else now that I thought of you
Lover,I've been sleeping so long in a 20-year dark night
Lover,"And now I see daylight, I only see daylight"
Lover,Luck of the draw only draws the unlucky
Lover,And so I became the butt of the joke
Lover,I wounded the good and I trusted the wicked
Lover,"Clearing the air, I breathed in the smoke"
Lover,Maybe you ran with the wolves and refused to settle down
Lover,Maybe I've stormed out of every single room in this town
Lover,Threw out our cloaks and our daggers because it's morning now
Lover,"It's brighter now, now"
Lover,I don't wanna look at anything else now that I saw you
Lover,(I can never look away)
Lover,I don't wanna think of anything else now that I thought of you
Lover,(Things will never be the same)
Lover,I've been sleeping so long in a 20-year dark night
Lover,(Now I'm wide awake)
Lover,"And now I see daylight (Daylight), I only see daylight (Daylight)"
Lover,"I only see daylight, daylight, daylight, daylight"
Lover,"I only see daylight, daylight, daylight, daylight"
Lover,And I can still see it all (In my mind)
Lover,"All of you, all of me (Intertwined)"
Lover,I once believed love would be (Black and white)
Lover,But it's golden (Golden)
Lover,And I can still see it all (In my head)
Lover,Back and forth from New York (Sneaking in your bed)
Lover,I once believed love would be (Burning red)
Lover,But it's golden
Lover,"Like daylight, like daylight"
Lover,"Like daylight, daylight"
Lover,I don't wanna look at anything else now that I saw you
Lover,(I can never look away)
Lover,And I don't wanna think of anything else now that I thought of you
Lover,(Things will never be the same)
Lover,I've been sleeping so long in a 20-year dark night
Lover,(Now I'm wide awake)
Lover,"And now I see daylight (I see daylight), I only see daylight (Ah)"
Lover,"I only see daylight, daylight, daylight, daylight"
Lover,"I only see daylight, daylight, daylight, daylight (Ah)"
Lover,(And I can still see it all)
Lover,"I only see daylight, daylight, daylight, daylight"
Lover,"(And I can still see it all, back and forth from New York)"
Lover,"I only see daylight, daylight, daylight, daylight"
Lover,(I once believed love would be burning red)
Lover,Like daylight
Lover,It's golden like daylight
Lover,You gotta step into the daylight and let it go
Lover,"Just let it go, let it go"
Lover,I wanna be defined by the things that I love
Lover,Not the things I hate
Lover,"Not the things I'm afraid of, I'm afraid of"
Lover,Or the things that haunt me in the middle of the night
Lover,"I, I just think that"
Lover,You are what you love
folklore (deluxe version),"I'm doing good, I'm on some new shit"
folklore (deluxe version),"Been saying ""yes"" instead of ""no"""
folklore (deluxe version),"I thought I saw you at the bus stop, I didn't though"
folklore (deluxe version),I hit the ground running each night
folklore (deluxe version),I hit the Sunday matinée
folklore (deluxe version),You know the greatest films of all time were never made
folklore (deluxe version),"I guess you never know, never know"
folklore (deluxe version),"And if you wanted me, you really should've showed"
folklore (deluxe version),"And if you never bleed, you're never gonna grow"
folklore (deluxe version),And it's alright now
folklore (deluxe version),"But we were something, don't you think so?"
folklore (deluxe version),"Roaring twenties, tossing pennies in the pool"
folklore (deluxe version),And if my wishes came true
folklore (deluxe version),It would've been you
folklore (deluxe version),"In my defense, I have none"
folklore (deluxe version),For never leaving well enough alone
folklore (deluxe version),But it would've been fun
folklore (deluxe version),If you would've been the one
folklore (deluxe version),(Ooh)
folklore (deluxe version),I have this dream you're doing cool shit
folklore (deluxe version),Having adventures on your own
folklore (deluxe version),You meet some woman on the internet and take her home
folklore (deluxe version),"We never painted by the numbers, baby"
folklore (deluxe version),But we were making it count
folklore (deluxe version),You know the greatest loves of all time are over now
folklore (deluxe version),"I guess you never know, never know"
folklore (deluxe version),And it's another day waking up alone
folklore (deluxe version),"But we were something, don't you think so?"
folklore (deluxe version),"Roaring twenties, tossing pennies in the pool"
folklore (deluxe version),And if my wishes came true
folklore (deluxe version),It would've been you
folklore (deluxe version),"In my defense, I have none"
folklore (deluxe version),For never leaving well enough alone
folklore (deluxe version),But it would've been fun
folklore (deluxe version),If you would've been the one
folklore (deluxe version),"I, I, I persist and resist the temptation to ask you"
folklore (deluxe version),If one thing had been different
folklore (deluxe version),Would everything be different today?
folklore (deluxe version),"We were something, don't you think so?"
folklore (deluxe version),Rosé flowing with your chosen family
folklore (deluxe version),And it would've been sweet
folklore (deluxe version),If it could've been me
folklore (deluxe version),"In my defense, I have none"
folklore (deluxe version),For digging up the grave another time
folklore (deluxe version),But it would've been fun
folklore (deluxe version),If you would've been the one
folklore (deluxe version),(Ooh)
folklore (deluxe version),"Vintage tee, brand new phone"
folklore (deluxe version),High heels on cobblestones
folklore (deluxe version),"When you are young, they assume you know nothing"
folklore (deluxe version),"Sequin smile, black lipstick"
folklore (deluxe version),Sensual politics
folklore (deluxe version),"When you are young, they assume you know nothing"
folklore (deluxe version),But I knew you
folklore (deluxe version),Dancin' in your Levi's
folklore (deluxe version),"Drunk under a streetlight, I"
folklore (deluxe version),I knew you
folklore (deluxe version),Hand under my sweatshirt
folklore (deluxe version),"Baby, kiss it better, I"
folklore (deluxe version),And when I felt like I was an old cardigan
folklore (deluxe version),Under someone's bed
folklore (deluxe version),You put me on and said I was your favorite
folklore (deluxe version),A friend to all is a friend to none
folklore (deluxe version),"Chase two girls, lose the one"
folklore (deluxe version),"When you are young, they assume you know nothing"
folklore (deluxe version),But I knew you
folklore (deluxe version),Playing hide-and-seek and
folklore (deluxe version),"Giving me your weekends, I"
folklore (deluxe version),I knew you
folklore (deluxe version),Your heartbeat on the High Line
folklore (deluxe version),"Once in twenty lifetimes, I"
folklore (deluxe version),And when I felt like I was an old cardigan
folklore (deluxe version),Under someone's bed
folklore (deluxe version),You put me on and said I was your favorite
folklore (deluxe version),To kiss in cars and downtown bars
folklore (deluxe version),Was all we needed
folklore (deluxe version),You drew stars around my scars
folklore (deluxe version),But now I'm bleedin'
folklore (deluxe version),'Cause I knew you
folklore (deluxe version),Steppin' on the last train
folklore (deluxe version),"Marked me like a bloodstain, I"
folklore (deluxe version),I knew you
folklore (deluxe version),Tried to change the ending
folklore (deluxe version),"Peter losing Wendy, I"
folklore (deluxe version),I knew you
folklore (deluxe version),Leavin' like a father
folklore (deluxe version),"Running like water, I"
folklore (deluxe version),"And when you are young, they assume you know nothing"
folklore (deluxe version),But I knew you'd linger like a tattoo kiss
folklore (deluxe version),I knew you'd haunt all of my what-ifs
folklore (deluxe version),The smell of smoke would hang around this long
folklore (deluxe version),'Cause I knew everything when I was young
folklore (deluxe version),I knew I'd curse you for the longest time
folklore (deluxe version),Chasin' shadows in the grocery line
folklore (deluxe version),I knew you'd miss me once the thrill expired
folklore (deluxe version),And you'd be standin' in my front porch light
folklore (deluxe version),And I knew you'd come back to me
folklore (deluxe version),You'd come back to me
folklore (deluxe version),And you'd come back to me
folklore (deluxe version),And you'd come back
folklore (deluxe version),And when I felt like I was an old cardigan
folklore (deluxe version),Under someone's bed
folklore (deluxe version),You put me on and said I was your favorite
folklore (deluxe version),"Rebekah rode up on the afternoon train, it was sunny"
folklore (deluxe version),Her saltbox house on the coast took her mind off St. Louis
folklore (deluxe version),Bill was the heir to the Standard Oil name and money
folklore (deluxe version),"And the town said, ""How did a middle-class divorcée do it?"""
folklore (deluxe version),"The wedding was charming, if a little gauche"
folklore (deluxe version),There's only so far new money goes
folklore (deluxe version),"They picked out a home and called it ""Holiday House"""
folklore (deluxe version),"Their parties were tasteful, if a little loud"
folklore (deluxe version),The doctor had told him to settle down
